sex,age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Males,59,367031,374101,377866,375724,377779,373181,373107,364067,372353,360197,347500,334412,330775,324764,318514,324547,347490,361733,360264,358521,360769,362461,376050,380045,384258,396986,398458,406155,413601,414509,410902,417485,416175,418940,429549,429015,434130,428823,426445,431397,440270,449354,449386,446668,451121,462738,459946,463277,468941,469309,462354,454925,454743,459561,451955,446332,444423,440300,432869,436481,422631,422556,424422,425773,426675,427305,427853,428381,428878,429382,430062,430962,431959,433030,434226,435581,436974,438317,439576,440738,441622,442152,442454,442575,442552,442011,440873,439560,438150,436699,435195,433641,432206,431000,430038,429245,428623,428199,427994,427981,428088
Males,60,357667,364747,371622,375252,373027,374969,370309,370253,361307,369558,357516,344950,332001,328435,322510,316344,322371,345180,359340,357902,356198,358458,360163,373688,377675,381884,394556,396039,403714,411138,412063,408504,415077,413799,416574,427144,426637,431750,426494,424152,429102,437949,447009,447067,444385,448840,460420,457659,460998,466656,467046,460148,452779,452623,457440,449893,444320,442443,438363,430990,434607,420836,420786,422663,424027,424944,425588,426152,426695,427207,427727,428421,429334,430343,431427,432634,434001,435403,436758,438028,439202,440098,440642,440959,441095,441088,440565,439446,438154,436763,435333,433849,432315,430899,429711,428766,427990,427383,426974,426782,426781
Males,61,344918,355116,362028,368757,372268,369974,371815,367208,367175,358327,366542,354623,342197,329395,325903,320067,313989,320007,342670,356743,355337,353675,355947,357665,371119,375100,379304,391914,393411,401063,408462,409406,405899,412460,411217,414001,424531,424053,429163,423961,421658,426607,435426,444460,444546,441903,446359,457899,455172,458520,464172,464583,457749,450444,450315,455133,447645,442129,440286,436252,428939,432562,418878,418854,420743,422121,423053,423712,424293,424853,425382,425918,426627,427555,428577,429674,430893,432273,433687,435052,436335,437522,438432,438990,439322,439475,439486,438981,437883,436613,435244,433836,432373,430860,429466,428297,427370,426612,426021,425628,425450
Males,62,329845,342188,352205,358976,365565,368960,366605,368445,363899,363888,355149,363323,351536,339259,326611,323196,317453,311465,317471,339981,353957,352587,350969,353254,354983,368363,372338,376535,389080,390591,398219,405592,406556,403103,409652,408446,411240,421727,421279,426388,421243,418984,423930,432718,441724,441839,439239,443696,455193,452504,455859,461506,461940,455175,447938,447837,452654,445233,439776,437969,433983,426736,430366,416773,416778,418680,420072,421020,421696,422296,422873,423421,423974,424699,425642,426678,427789,429023,430417,431842,433220,434515,435716,436640,437214,437564,437734,437764,437279,436203,434956,433610,432225,430786,429296,427925,426776,425869,425130,424556,424180
Males,63,319448,326942,339103,348955,355592,362047,365332,363013,364854,360373,360389,351765,359896,348250,336130,323645,320307,314660,308767,314759,337101,350978,349646,348075,350372,352114,365415,369383,373574,386049,387576,395177,402523,403508,400115,406650,405483,408288,418728,418313,423419,418338,416124,421067,429822,438798,438944,436390,440848,452300,449652,453016,458656,459115,452422,445259,445187,450003,442654,437258,435490,431556,424378,428015,414520,414555,416470,417876,418842,419537,420157,420753,421320,421891,422633,423593,424645,425771,427021,428428,429866,431256,432566,433781,434722,435313,435681,435869,435918,435455,434403,433180,431859,430500,429085,427619,426272,425146,424260,423540,422985
Males,64,309720,316323,323703,335686,345377,351887,358210,361473,359195,361038,356627,356673,348172,356258,344762,332805,320492,317233,311686,305890,311864,334030,347802,346511,344988,347298,349055,362270,366231,370418,382819,384363,391936,399252,400260,396930,403449,402324,405142,415532,415152,420255,415241,413074,418015,426735,435679,435860,433354,437813,449217,446613,449987,455619,456105,449488,442403,442363,447178,439904,434574,432847,428967,421862,425507,412115,412181,414110,415533,416517,417233,417873,418489,419076,419667,420428,421405,422475,423618,424882,426304,427756,429161,430485,431716,432673,433282,433670,433878,433948,433507,432481,431284,429992,428658,427268,425828,424506,423403,422540,421842
Males,65,294558,306311,312845,320113,331927,341467,347857,354129,357370,355138,356984,352650,352729,344357,352395,341058,329275,317140,313964,308519,302824,308778,330756,344417,343168,341697,344021,345794,358917,362872,367053,379376,380939,388482,395766,396800,393535,400038,398958,401788,412125,411782,416881,411938,409823,414761,423445,432354,432573,430118,434577,445929,443372,446758,452381,452895,446360,439357,439351,444167,436970,431711,430026,426203,419177,422828,409548,409644,411590,413030,414034,414770,415433,416070,416679,417292,418072,419068,420156,421316,422597,424035,425502,426922,428261,429508,430484,431113,431522,431751,431843,431426,430427,429258,427993,426688,425325,423913,422616,421540,420700
Males,66,282292,290908,302557,309003,316170,327821,337216,343551,349769,352990,350808,352661,348409,348523,340289,348275,337107,325509,313560,310470,305131,299540,305472,327249,340792,339589,338172,340510,342299,355325,359273,363449,375689,377272,384782,392033,393093,389899,396384,395350,398192,408474,408170,413265,408399,406337,411273,419917,428791,429046,426646,431105,442403,439898,443293,448908,449453,443004,436089,436118,440933,433822,428634,426996,423234,416290,419949,406786,406916,408878,410337,411361,412121,412807,413466,414099,414734,415535,416551,417657,418837,420136,421590,423072,424510,425864,427130,428125,428775,429206,429457,429573,429182,428212,427071,425838,424562,423227,421844,420577,419526
Males,67,268525,278441,287005,298503,304862,311930,323411,332710,338989,345151,348353,346228,348089,343926,344077,335990,343921,332934,321528,309775,306771,301541,296060,301966,323528,336948,335796,334434,336787,338594,351519,355460,359629,371781,373386,380860,388076,389165,386046,392511,391527,394381,404604,404343,409433,404647,402644,407576,416180,425014,425308,422967,427426,438667,436216,439622,445229,445807,439448,432626,432693,437507,430484,425374,423785,420087,413230,416897,403859,404024,406003,407481,408528,409312,410022,410706,411364,412023,412846,413882,415009,416209,417527,418999,420498,421954,423326,424611,425626,426298,426753,427028,427168,426805,425865,424757,423555,422309,421005,419653,418417
Males,68,266443,264503,274359,282820,294164,300439,307404,318761,327959,334181,340286,343471,341408,343279,339211,339404,331472,339344,328549,317344,305795,302879,297763,292394,298270,319607,332899,331800,330498,332866,334693,347509,351444,355608,367666,369295,376731,383911,385031,381990,388434,387502,390369,400531,400314,405398,400700,398758,403685,412246,421040,421375,419095,423555,434735,432344,435762,441360,441971,435710,428986,429092,433904,426977,421947,420409,416779,410012,413687,400783,400983,402979,404479,405550,406359,407096,407805,408489,409174,410020,411080,412228,413450,414788,416278,417797,419272,420663,421968,423005,423701,424180,424481,424647,424313,423405,422330,421160,419947,418677,417358
Males,69,260409,262012,260226,269962,278321,289512,295703,302608,313832,322926,329089,335136,338307,336311,338194,334229,334466,326698,334507,323916,312921,301586,298760,293761,288510,294353,315449,328609,327567,326328,328710,330558,343259,347190,351347,363307,364962,372358,379499,380653,377694,384113,383237,386119,396215,396047,401123,396518,394640,399562,408079,416830,417207,414993,419453,430568,428242,431672,437260,437909,431750,425129,425277,430087,423260,418316,416831,413272,406601,410282,397521,397757,399773,401294,402391,403228,403993,404727,405439,406152,407025,408108,409280,410525,411884,413394,414933,416428,417840,419167,420226,420947,421453,421781,421974,421672,420798,419757,418622,417445,416210
Males,70,249450,255613,257313,255610,265224,273482,284512,290654,297496,308577,317563,323664,329652,332809,330887,332785,328929,329214,321620,329363,318986,308212,297101,294370,289494,284365,290172,311014,324033,323052,321879,324276,326146,338725,342650,346803,358657,360338,367691,374793,375981,373108,379500,378684,381582,391608,391490,396559,392051,390243,395158,403628,412331,412754,410610,415070,426117,423859,427302,432879,433568,427517,421007,421198,426005,419287,414432,413004,409520,402950,406639,394028,394302,396338,397884,399007,399875,400667,401430,402173,402915,403815,404925,406121,407389,408771,410304,411863,413380,414814,416163,417246,417995,418529,418886,419109,418840,418002,416997,415901,414760
Males,71,249080,244423,250575,252283,250670,260156,268301,279194,285283,292055,302985,311856,317893,323819,326965,325123,327037,323299,323635,316225,323898,313749,303209,292335,289701,284953,279955,285722,306293,319162,318246,317143,319555,321448,333897,337816,341962,353703,355413,362719,369778,371003,368221,374585,373831,376745,386697,386632,391692,387289,385553,390461,398880,407532,408004,405934,410395,421367,419183,422638,428205,428935,422999,416605,416842,421648,415045,410285,408917,405513,399050,402746,390297,390610,392668,394239,395391,396290,397112,397908,398682,399454,400384,401521,402742,404037,405444,406999,408581,410121,411579,412951,414061,414838,415402,415790,416046,415810,415011,414045,412990
Males,72,249065,243615,239175,245214,246934,245417,254760,262817,273560,279592,286289,297058,305807,311778,317640,320776,319020,320953,317341,317730,310518,318114,308208,297914,287289,284756,280144,275284,281006,301288,313999,313152,312122,314550,316467,328777,332689,336828,348450,350188,357444,364458,365722,363038,369369,368682,371612,381483,381476,386525,382234,380575,385475,393839,402438,402960,400970,405429,416321,414217,417685,423240,424015,418201,411931,412217,417020,410539,405879,404575,401256,394907,398610,386334,386689,388769,390366,391549,392480,393336,394165,394972,395777,396738,397904,399154,400475,401908,403489,405095,406660,408141,409540,410677,411484,412080,412501,412791,412593,411834,410911
Males,73,252979,243100,237903,233574,239500,241233,239814,249033,256991,267572,273540,280156,290754,299374,305276,311070,314196,312533,314488,311012,311458,304454,311967,302318,292285,281922,279497,275028,270313,275986,295960,308502,307729,306774,309221,311162,323323,327228,331358,342851,344621,351823,358787,360092,357510,363807,363191,366137,375922,375975,381011,376840,375264,380153,388460,397000,397575,395669,400125,410934,408912,412394,417937,418760,413075,406937,407275,412074,405722,401171,399934,396703,390476,394187,382095,382494,384597,386223,387437,388403,389295,390159,391001,391842,392835,394033,395313,396663,398124,399730,401362,402954,404461,405887,407053,407892,408522,408979,409305,409147,408431
Males,74,263625,246351,236873,231807,227604,233416,235159,233863,242944,250792,261197,267095,273623,284039,292522,298349,304073,307191,305628,307607,304275,304781,297997,305422,296044,286289,276204,273891,269572,265010,270630,290276,302638,301941,301069,303531,305498,317500,321397,325516,336871,338674,345818,352727,354075,351603,357860,357319,360281,369973,370090,375112,371068,369578,374456,382700,391177,391808,389992,394446,405162,403229,406726,412254,413127,407580,401582,401975,406769,400557,396121,394954,391818,385721,389439,377545,377989,380117,381773,383021,384025,384953,385855,386734,387613,388641,389872,391185,392564,394054,395689,397349,398967,400503,401958,403156,404029,404696,405191,405555,405439
Males,75,283089,256044,239464,230253,225333,221269,226956,228727,227557,236484,244211,254425,260247,266678,276898,285235,290984,296634,299744,298289,300293,297114,297684,291133,298463,289373,279910,270119,267924,263764,259363,264926,284220,296390,295774,294986,297466,299459,311290,315178,319285,330491,332329,339408,346258,347651,345293,351508,351046,354024,363616,363800,368805,364898,363498,368363,376539,384948,385637,383916,388367,398984,397146,400656,406169,407095,401695,395847,396296,401085,395023,390708,389616,386581,380624,384348,372664,373158,375310,376999,378283,379325,380294,381235,382154,383072,384138,385405,386751,388162,389684,391349,393038,394684,396251,397736,398969,399878,400584,401119,401523
Males,76,211580,274089,248193,232152,223230,218470,214551,220119,221914,220871,229630,237222,247229,252966,259292,269302,277483,283148,288721,291822,290483,292513,289497,290134,283830,291056,282270,273116,263638,261566,257574,253344,258843,277760,289725,289193,288495,290990,293009,304656,308534,312627,323672,325546,332554,339341,340781,338544,344712,344333,347327,356811,357065,362053,358288,356986,361834,369938,378271,379022,377401,381848,392357,390622,394145,399640,400623,395377,389690,390199,394983,389077,384893,383881,380953,375144,378875,367416,367962,370141,371862,373185,374269,375281,376263,377224,378184,379291,380595,381976,383423,384978,386674,388393,390070,391668,393187,394456,395404,396151,396729
Males,77,200400,204124,264803,239876,224407,215795,211201,207445,212885,214701,213785,222358,229804,239585,245226,251437,261223,269237,274812,280302,283395,282180,284237,281393,282099,276056,283169,274706,265879,256731,254789,250974,246924,252354,270869,282610,282168,281563,284074,286119,297569,301433,305507,316380,318291,325222,331939,333428,331319,337435,337142,340152,349519,349848,354813,351201,350002,354832,362857,371107,371922,370408,374850,385243,383615,387153,392626,393667,388587,383073,383646,388420,382683,378638,377711,374896,369246,372984,361768,362367,364574,366329,367694,368823,369879,370906,371912,372915,374064,375408,376826,378310,379900,381630,383381,385091,386724,388277,389585,390573,391364
Males,78,195034,192451,196422,254962,231056,216192,207899,203491,199908,205210,207043,206255,214624,221905,231440,236977,243065,252610,260443,265923,271325,274409,273324,275408,272747,273524,267757,274747,266626,258146,249345,247539,243910,240051,245406,263488,274989,274642,274134,276660,278733,289968,293815,297870,308556,310505,317351,323991,325531,323559,329616,329414,332439,341679,342085,347024,343575,342485,347295,355230,363392,364274,362874,367307,377575,376061,379612,385060,386164,381262,375932,376571,381335,375779,371883,371045,368352,362872,366616,355659,356315,358551,360343,361751,362926,364030,365105,366157,367208,368401,369787,371245,372768,374395,376160,377946,379692,381360,382951,384298,385330
Males,79,174091,186279,184256,188256,244528,221690,207455,199511,195302,191902,197056,198900,198239,206384,213483,222752,228174,234127,243411,251052,256430,261735,264808,263860,265972,263503,264354,258877,265734,257974,249860,241429,239765,236332,232675,237946,255564,266806,266557,266151,268690,270789,281794,285622,289652,300135,302122,308875,315431,317023,315194,321186,321080,324120,333221,333707,338617,335342,334366,339151,346991,355053,356005,354725,359148,369279,367886,371450,376870,378039,373327,368193,368904,373655,368293,364556,363814,361250,355952,359701,349024,349740,352008,353837,355291,356515,357669,358795,359897,360998,362239,363669,365168,366734,368400,370201,372024,373806,375513,377143,378534
Males,80,149571,165264,177302,175609,179619,233479,211756,198190,190618,186620,183415,188406,190258,189725,197623,204522,213502,218797,224602,233607,241041,246305,251506,254567,253763,255903,253634,254559,249389,256099,248722,240996,232956,231440,228215,224770,229950,247066,258030,257882,257583,260133,262257,273012,276816,280817,291080,293104,299754,306216,307862,306185,312103,312100,315151,324099,324671,329547,326456,325601,330358,338091,346043,347068,345917,350326,360306,359044,362619,368006,369243,364735,359811,360597,365332,360178,356611,355970,353547,348445,352197,341821,342602,344900,346771,348271,349548,350755,351934,353090,354244,355534,357010,358555,360164,361871,363712,365575,367395,369143,370814
Males,81,127662,141025,156255,167874,166502,170501,221794,201241,188384,181206,177436,174435,179254,181107,180700,188329,195010,203678,208833,214477,223180,230391,235535,240621,243665,243012,245178,243116,244118,239269,245818,238844,231528,223902,222542,219535,216314,221391,237969,248630,248588,248400,250959,253108,263589,267364,271333,281355,283415,289952,296310,298009,296492,302330,302432,305493,314273,314934,319770,316876,316149,320872,328487,336319,337421,336406,340797,350612,349488,353072,358421,359729,355440,350741,351605,356320,351390,348004,347471,345197,340305,344059,334008,334856,337186,339101,340650,341982,343245,344480,345693,346902,348245,349770,351362,353017,354769,356652,358554,360417,362207
Males,82,127182,119473,132353,146848,158002,156938,160894,209458,190137,178028,171272,167743,164959,169593,171440,171160,178495,184937,193266,198267,203735,212117,219086,224097,229057,232080,231582,233768,231924,233000,228488,234861,228312,221429,214241,213042,210265,207277,212241,228238,238573,238639,238566,241130,243300,253485,257225,261154,270913,273008,279420,285662,287415,286066,291813,292024,295092,303688,304440,309231,306545,305952,310634,318119,325818,326999,326128,330497,340129,339151,342742,348046,349429,345373,340914,341862,346551,341861,338670,338251,336136,331470,335222,325524,326442,328804,330764,332365,333755,335076,336371,337643,338911,340310,341886,343528,345232,347030,348956,350901,352806
Males,83,120059,118030,111205,123343,137050,147691,146910,150795,196473,178440,167120,160811,157540,154986,159418,161253,161097,168113,174294,182259,187091,192368,200403,207112,211978,216799,219792,219452,221653,220034,221181,217023,223202,217098,210672,203943,202912,200374,197630,202471,217842,227821,228000,228043,230608,232797,242659,246357,250238,259710,261839,268111,274225,276030,274857,280501,280825,283896,292289,293137,297873,295406,294954,299588,306928,314480,315741,315021,319362,328793,327969,331563,336816,338276,334468,330268,331300,335960,331527,328543,328246,326301,321875,325624,316304,317296,319691,321696,323352,324801,326184,327541,328875,330206,331663,333293,334987,336741,338587,340558,342547
Males,84,109871,110389,108860,102676,114029,126898,136965,136446,140231,182872,166178,155686,149849,146851,144535,148755,150569,150535,157206,163104,170678,175325,180395,188057,194487,199191,203860,206813,206631,208841,207450,208668,204875,210840,205204,199252,193007,192147,189857,187369,192070,206769,216365,216654,216818,219378,221581,231092,234740,238564,247723,249883,256000,261970,263825,262835,268364,268803,271872,280042,280986,285658,283421,283116,287693,294873,302261,303604,303042,307347,316556,315894,319487,324681,326218,322674,318748,319868,324493,320333,317569,317400,315636,311468,315208,306296,307365,309794,311843,313554,315066,316512,317934,319334,320729,322247,323933,325681,327487,329382,331400
Males,85,97454,99949,100772,99469,93923,104453,116422,125863,125583,129240,168705,153396,143766,138422,135709,133642,137635,139420,139501,145805,151398,158555,163000,167844,175110,181239,185764,190264,193166,193140,195351,194190,195473,192056,197787,192635,187176,181434,180749,178713,176487,181034,195014,204195,204598,204881,207428,209638,218770,222358,226114,234934,237119,243065,248872,250776,249974,255372,255928,258989,266914,267954,272550,270555,270400,274910,281912,289117,290544,290145,294406,303369,302877,306464,311587,313202,309937,306301,307512,312091,308221,305691,305656,304082,300189,303917,295440,296589,299050,301143,302911,304487,305998,307486,308953,310415,311996,313738,315542,317401,319346
Males,86,84702,87593,90212,91052,89961,85043,94706,105727,114498,114430,117928,154103,140214,131472,126639,124220,122406,126160,127906,128098,134009,139278,145992,150219,154820,161666,167470,171800,176112,178950,179077,181275,180345,181684,178649,184127,179470,174519,169294,168782,167005,165046,169424,182641,191377,191890,192291,194816,197027,205750,209265,212942,221394,223598,229352,234981,236927,236317,241569,242242,245286,252942,254077,258586,256839,256839,261269,268073,275077,276586,276353,280560,289256,288938,292509,297552,299244,296272,292941,294241,298767,295204,292917,293020,291646,288044,291752,283740,284971,287460,289597,291422,293060,294640,296193,297729,299259,300902,302703,304563,306475
Males,87,73426,75106,78061,80511,81349,80456,76139,84907,94946,103004,103119,106428,139232,126780,118943,114633,112514,110956,114460,116156,116449,121947,126871,133121,137113,141453,147855,153312,157428,161534,164293,164563,166736,166033,167417,164766,169970,165817,161381,156682,156342,154825,153137,157327,169738,177999,178619,179131,181624,183827,192112,195541,199124,207180,209394,214937,220369,222350,221932,227021,227808,230825,238188,239414,243821,242330,242483,246821,253406,260189,261775,261712,265854,274256,274114,277663,282610,284378,281710,278697,280086,284548,281304,279271,279516,278349,275051,278732,271213,272524,275039,277217,279098,280800,282444,284066,285669,287268,288974,290832,292746
Males,88,60862,64086,65941,68667,70928,71748,71023,67283,75140,84170,91483,91749,94841,124228,113214,106287,102506,100688,99384,102626,104262,104645,109713,114273,120039,123778,127839,133774,138864,142747,146626,149288,149691,151825,151339,152755,150486,155395,151746,147829,143662,143486,142226,140806,144791,156357,164115,164832,165449,167898,170081,177898,181226,184700,192331,194545,199855,205069,207077,206847,211753,212650,215628,222672,223982,228272,227039,227344,231574,237919,244455,246114,246221,250285,258366,258400,261915,266751,268588,266235,263550,265025,269410,266497,264729,265116,264160,261179,264825,257825,259213,261749,263965,265898,267661,269369,271057,272726,274392,276159,278073
Males,89,51373,52185,55324,57059,59536,61590,62363,61787,58597,65540,73549,80094,80477,83327,109295,99701,93679,90422,88902,87844,90817,92381,92840,97461,101643,106908,110378,114144,119592,124294,127924,131557,134106,134626,136703,136422,137855,135959,140550,137401,133998,130361,130339,129330,128171,131934,142620,149846,150651,151364,153753,155903,163224,166433,169782,176960,179160,184215,189190,191211,191164,195868,196865,199790,206490,207875,212029,211054,211505,215612,221692,227959,229681,229954,233925,241657,241864,245331,250040,251940,249906,247558,249113,253406,250835,249336,249863,249124,246469,250068,243610,245073,247623,249870,251851,253671,255439,257189,258921,260651,262476
Males,90,43114,43152,44187,46977,48571,50786,52614,53326,52882,50210,56247,63240,69008,69475,72062,94657,86447,81308,78562,77331,76507,79204,80683,81200,85366,89158,93911,97097,100551,105496,109794,113154,116524,118940,119558,121559,121465,122897,121359,125613,122950,120050,116933,117051,116282,115373,118899,128674,135346,136225,137020,139335,141435,148234,151308,154513,161212,163382,168161,172875,174894,175022,179502,180588,183444,189772,191222,195221,194499,195090,199054,204845,210818,212591,213025,216885,224238,224614,228019,232581,234534,232822,230813,232441,236626,234402,233173,233838,233314,230993,234532,228635,230169,232724,234995,237016,238887,240710,242517,244307,246096
Males,91,34981,35374,35735,36714,39149,40584,42520,44109,44751,44421,42228,47384,53380,58372,58889,61196,80510,73624,69330,67070,66107,65497,67910,69288,69844,73545,76933,81162,84046,87170,91596,95471,98539,101623,103882,104572,106474,106542,107948,106745,110638,108439,106022,103406,103646,103099,102424,105688,114520,120608,121540,122398,124616,126644,132889,135802,138839,145023,147141,151614,156036,158030,158317,162543,163699,166462,172382,173877,177693,177213,177928,181721,187189,192832,194639,195219,198942,205875,206408,209726,214112,216101,214710,213041,214727,218777,216902,215943,216736,216425,214443,217901,212589,214181,216724,219005,221054,222965,224831,226684,228521
Males,92,27290,27959,28572,28971,29866,31944,33197,34843,36194,36758,36523,34765,39077,44112,48342,48875,50890,67064,61417,57914,56104,55382,54960,57080,58339,58909,62137,65110,68805,71369,74144,78037,81470,84223,86996,89070,89801,91575,91773,93125,92224,95729,93964,92002,89861,90197,89847,89383,92359,100213,105683,106642,107537,109629,111557,117208,119929,122766,128393,130429,134557,138649,140588,141010,144944,146143,148781,154247,155759,159354,159099,159915,163500,168600,173866,175679,176385,179933,186392,187063,190259,194429,196426,195350,194016,195737,199615,198088,197393,198297,198191,196550,199895,195192,196824,199331,201599,203655,205586,207476,209356
Males,93,20144,21208,21986,22562,22967,23760,25488,26548,27917,29040,29526,29369,27995,31524,35662,39171,39691,41413,54673,50150,47362,45955,45440,45173,47001,48127,48686,51448,54007,57174,59410,61828,65187,68172,70596,73044,74910,75650,77271,77564,78833,78195,81295,79921,78373,76667,77071,76887,76604,79271,86138,90971,91928,92832,94771,96572,101604,104105,106711,111752,113675,117427,121156,123009,123535,127143,128355,130834,135808,137306,140644,140587,141475,144816,149507,154354,156141,156945,160281,166218,166999,170037,173950,175924,175145,174130,175857,179524,178332,177885,178877,178958,177649,180847,176761,178408,180851,183078,185116,187042,188932
Males,94,14782,15158,16169,16839,17356,17739,18413,19806,20678,21787,22698,23105,23010,21966,24783,28098,30936,31420,32854,43457,39933,37778,36721,36377,36233,37773,38754,39281,41590,43742,46395,48301,50361,53195,55733,57819,59932,61573,62291,63737,64090,65251,64833,67517,66487,65308,63991,64433,64383,64249,66591,72473,76659,77585,78468,80228,81876,86270,88524,90873,95303,97082,100429,103765,105499,106097,109345,110538,112824,117270,118720,121766,121875,122803,125863,130104,134491,136217,137087,140171,145539,146398,149238,152852,154767,154259,153541,155240,158655,157777,157555,158607,158851,157858,160871,157402,159035,161380,163535,165523,167414
Males,95,10682,10711,11142,11941,12493,12934,13269,13815,14900,15593,16462,17177,17506,17456,16691,18869,21442,23666,24095,25252,33471,30816,29210,28449,28241,28188,29449,30278,30753,32629,34388,36548,38126,39832,42157,44255,46002,47775,49178,49846,51099,51479,52508,52268,54531,53797,52938,51962,52414,52465,52446,54451,59362,62897,63764,64597,66154,67624,71368,73350,75417,79218,80823,83740,86654,88237,88872,91730,92868,94929,98814,100181,102899,103138,104070,106813,110566,114452,116079,116978,119771,124523,125424,128024,131295,133111,132843,132392,134025,137144,136553,136528,137606,137984,137285,140071,137211,138796,141005,143051,144954
Males,96,7364,7430,7568,7908,8515,8951,9305,9578,10002,10817,11347,12003,12545,12801,12782,12242,13869,15798,17481,17843,18744,24900,22974,21824,21302,21194,21202,22200,22877,23287,24762,26154,27857,29123,30491,32339,34020,35437,36879,38040,38635,39686,40061,40943,40837,42688,42195,41602,40913,41347,41465,41527,43195,47177,50077,50859,51616,52954,54226,57329,59023,60791,63964,65371,67844,70322,71725,72360,74809,75859,77667,80974,82224,84587,84915,85815,88211,91449,94806,96297,97187,99653,103758,104660,106983,109872,111549,111480,111256,112784,115566,115224,115358,116425,116899,116460,118978,116699,118199,120233,122132
Males,97,4919,4903,5032,5148,5404,5846,6172,6439,6650,6966,7554,7943,8419,8814,9006,9006,8641,9811,11203,12429,12719,13395,17836,16495,15706,15367,15325,15368,16130,16661,16999,18118,19180,20476,21455,22514,23932,25232,26341,27473,28399,28906,29756,30101,30829,30813,32277,31970,31585,31126,31519,31673,31783,33125,36250,38553,39230,39891,41003,42067,44557,45959,47424,49990,51183,53215,55258,56461,57061,59096,60030,61567,64298,65402,67395,67770,68602,70634,73347,76163,77486,78328,80443,83889,84751,86768,89248,90750,90832,90786,92171,94585,94445,94694,95709,96237,96014,98229,96484,97861,99684
Males,98,3120,3127,3175,3272,3362,3545,3852,4082,4274,4429,4653,5059,5333,5664,5940,6078,6088,5852,6660,7624,8481,8703,9189,12266,11372,10855,10647,10645,10701,11260,11659,11925,12741,13520,14468,15196,15983,17030,17997,18831,19686,20396,20807,21467,21764,22340,22378,23492,23319,23088,22802,23139,23301,23431,24471,26835,28599,29161,29712,30602,31459,33387,34506,35675,37679,38653,40264,41890,42883,43420,45053,45850,47110,49290,50228,51852,52234,52969,54635,56833,59118,60249,61008,62763,65562,66348,68040,70101,71399,71581,71661,72872,74900,74909,75225,76151,76691,76632,78521,77244,78465
Males,99,1979,1892,1933,1970,2038,2103,2227,2429,2583,2715,2822,2974,3242,3426,3646,3831,3926,3939,3794,4328,4968,5541,5702,6036,8079,7509,7186,7067,7084,7140,7532,7818,8017,8587,9134,9799,10317,10878,11619,12308,12910,13528,14049,14366,14856,15096,15531,15594,16407,16323,16198,16033,16306,16456,16584,17358,19076,20374,20818,21257,21940,22601,24036,24893,25790,27294,28056,29285,30528,31314,31769,33029,33679,34672,36346,37109,38381,38737,39356,40670,42385,44170,45098,45749,47151,49342,50023,51390,53040,54117,54350,54505,55521,57164,57268,57607,58414,58926,58978,60532,59645
Males,100,1195,1147,1116,1143,1169,1214,1258,1336,1463,1561,1647,1717,1815,1984,2102,2242,2360,2422,2435,2350,2688,3093,3459,3570,3789,5085,4739,4547,4483,4506,4553,4816,5012,5152,5533,5900,6345,6698,7079,7580,8050,8464,8891,9255,9487,9834,10016,10329,10396,10963,10932,10874,10788,10996,11123,11234,11785,12980,13894,14228,14560,15061,15548,16571,17198,17856,18937,19507,20404,21314,21908,22272,23202,23707,24455,25688,26279,27234,27541,28036,29028,30311,31648,32375,32905,33978,35623,36183,37241,38508,39362,39604,39789,40604,41881,42032,42356,43025,43478,43593,44819
Males,101,713,663,647,629,646,663,691,718,765,841,900,953,997,1057,1158,1230,1315,1387,1426,1436,1389,1593,1838,2061,2133,2270,3055,2854,2746,2714,2735,2771,2939,3066,3160,3402,3637,3921,4150,4397,4720,5025,5296,5577,5819,5980,6213,6343,6557,6615,6993,6989,6968,6929,7079,7177,7265,7639,8433,9047,9285,9523,9872,10214,10910,11347,11807,12548,12954,13578,14214,14641,14915,15570,15942,16479,17346,17781,18465,18711,19085,19800,20716,21673,22215,22622,23406,24586,25021,25802,26731,27376,27596,27777,28399,29346,29507,29789,30315,30690,30827
Males,102,410,380,359,349,339,349,359,375,391,418,461,495,526,552,587,645,687,736,777,801,808,783,901,1042,1171,1215,1297,1750,1639,1581,1567,1583,1608,1709,1788,1847,1994,2137,2309,2450,2602,2800,2989,3157,3333,3486,3591,3740,3827,3965,4010,4249,4256,4253,4239,4341,4411,4475,4716,5218,5611,5771,5932,6163,6391,6841,7131,7436,7919,8193,8606,9028,9319,9514,9952,10211,10577,11156,11460,11925,12108,12375,12865,13487,14138,14521,14816,15360,16166,16484,17031,17679,18140,18321,18476,18926,19594,19738,19964,20355,20645
